time,temperature_2m,humidity,wind_speed_10m,precipitation
2023-01-01 00:00:00,7.0,80,6.2,0.0
2023-01-01 01:00:00,7.9,80,10.3,0.0
2023-01-01 02:00:00,8.7,75,6.1,0.0
2023-01-01 03:00:00,7.6,80,8.1,0.0
2023-01-01 04:00:00,8.5,75,8.0,0.0
2023-01-01 05:00:00,8.2,76,7.6,0.0
2023-01-01 06:00:00,7.1,80,7.5,0.0
2023-01-01 07:00:00,6.4,81,8.3,0.0
2023-01-01 08:00:00,5.4,83,9.8,0.0
2023-01-01 09:00:00,6.2,84,8.9,0.0
2023-01-01 10:00:00,9.7,76,2.9,0.0
2023-01-01 11:00:00,11.6,71,2.5,0.0
2023-01-01 12:00:00,12.7,66,1.5,0.0
2023-01-01 13:00:00,12.8,67,8.3,0.0
2023-01-01 14:00:00,14.0,69,4.5,0.0
2023-01-01 15:00:00,14.3,79,1.8,0.0
2023-01-01 16:00:00,14.5,69,1.9,0.0
2023-01-01 17:00:00,13.1,73,5.8,0.0
2023-01-01 18:00:00,8.1,85,8.1,0.0
2023-01-01 19:00:00,6.7,85,8.6,0.0
2023-01-01 20:00:00,6.0,83,9.0,0.0
2023-01-01 21:00:00,7.8,76,7.3,0.0
2023-01-01 22:00:00,9.6,68,5.9,0.0
2023-01-01 23:00:00,8.6,72,1.0,0.0
2023-01-02 00:00:00,7.2,77,1.3,0.0
2023-01-02 01:00:00,8.0,77,4.9,0.0
2023-01-02 02:00:00,6.3,84,6.3,0.0
2023-01-02 03:00:00,8.4,74,6.5,0.0
2023-01-02 04:00:00,5.0,85,7.1,0.0
2023-01-02 05:00:00,6.1,82,9.8,0.0
2023-01-02 06:00:00,10.5,61,7.8,0.0
2023-01-02 07:00:00,10.0,62,3.0,0.0
2023-01-02 08:00:00,4.4,83,5.4,0.0
2023-01-02 09:00:00,4.9,87,4.7,0.0
2023-01-02 10:00:00,7.3,83,4.9,0.0
2023-01-02 11:00:00,9.4,80,4.9,0.0
2023-01-02 12:00:00,11.0,76,8.4,0.0
2023-01-02 13:00:00,12.9,62,5.4,0.0
2023-01-02 14:00:00,13.3,62,6.1,0.0
2023-01-02 15:00:00,12.7,70,5.0,0.0
2023-01-02 16:00:00,10.8,75,6.0,0.0
2023-01-02 17:00:00,8.4,81,6.5,0.0
2023-01-02 18:00:00,7.8,85,6.2,0.0
2023-01-02 19:00:00,7.1,86,6.7,0.0
2023-01-02 20:00:00,7.4,84,6.6,0.0
2023-01-02 21:00:00,8.3,86,6.1,0.1
2023-01-02 22:00:00,7.5,92,3.9,0.3
2023-01-02 23:00:00,7.4,94,3.3,0.5
2023-01-03 00:00:00,7.9,91,4.9,0.6
2023-01-03 01:00:00,8.1,91,5.0,0.5
2023-01-03 02:00:00,8.6,89,3.2,0.5
2023-01-03 03:00:00,8.4,91,0.4,0.1
2023-01-03 04:00:00,8.2,92,1.5,0.0
2023-01-03 05:00:00,6.8,98,3.7,0.0
2023-01-03 06:00:00,6.7,99,3.6,0.1
2023-01-03 07:00:00,6.3,99,4.1,0.1
2023-01-03 08:00:00,6.9,96,1.4,0.3
2023-01-03 09:00:00,6.6,97,0.5,0.3
2023-01-03 10:00:00,6.6,98,1.5,0.3
2023-01-03 11:00:00,7.1,96,2.6,0.7
2023-01-03 12:00:00,7.3,94,3.9,0.8
2023-01-03 13:00:00,7.3,90,2.5,0.6
2023-01-03 14:00:00,7.7,89,1.6,0.1
2023-01-03 15:00:00,7.9,88,3.1,0.0
2023-01-03 16:00:00,7.4,93,2.5,0.1
2023-01-03 17:00:00,7.1,95,4.4,0.0
2023-01-03 18:00:00,6.4,96,4.0,0.0
2023-01-03 19:00:00,6.8,94,2.6,0.0
2023-01-03 20:00:00,6.0,97,2.8,0.0
2023-01-03 21:00:00,4.3,100,5.8,0.0
2023-01-03 22:00:00,4.8,100,2.5,0.0
2023-01-03 23:00:00,2.4,100,5.4,0.0
2023-01-04 00:00:00,2.2,100,4.7,0.0
2023-01-04 01:00:00,2.9,100,2.9,0.0
2023-01-04 02:00:00,2.6,99,2.3,0.0
2023-01-04 03:00:00,2.6,99,2.6,0.0
2023-01-04 04:00:00,2.6,98,4.2,0.0
2023-01-04 05:00:00,2.5,97,4.1,0.0
2023-01-04 06:00:00,2.4,98,2.6,0.0
2023-01-04 07:00:00,2.1,98,3.6,0.0
2023-01-04 08:00:00,2.4,98,3.6,0.0
2023-01-04 09:00:00,3.4,97,6.9,0.0
2023-01-04 10:00:00,4.6,96,7.5,0.0
2023-01-04 11:00:00,6.1,92,7.8,0.0
2023-01-04 12:00:00,7.4,83,9.3,0.0
2023-01-04 13:00:00,7.4,84,11.6,0.0
2023-01-04 14:00:00,8.1,83,10.0,0.0
2023-01-04 15:00:00,8.2,78,10.8,0.0
2023-01-04 16:00:00,8.4,75,12.8,0.0
2023-01-04 17:00:00,8.4,73,13.4,0.0
2023-01-04 18:00:00,8.8,69,14.7,0.0
2023-01-04 19:00:00,9.1,68,15.6,0.0
2023-01-04 20:00:00,9.4,67,18.4,0.0
2023-01-04 21:00:00,9.0,71,17.4,0.0
2023-01-04 22:00:00,9.4,72,17.8,0.2
2023-01-04 23:00:00,9.8,74,17.7,0.3
2023-01-05 00:00:00,10.0,74,17.1,0.1
2023-01-05 01:00:00,8.6,86,14.8,0.3
2023-01-05 02:00:00,8.9,86,15.7,0.4
2023-01-05 03:00:00,9.1,85,18.9,0.9
2023-01-05 04:00:00,9.2,85,17.7,0.5
2023-01-05 05:00:00,9.1,86,19.2,0.3
2023-01-05 06:00:00,9.3,83,21.3,0.2
2023-01-05 07:00:00,9.1,84,17.9,0.2
2023-01-05 08:00:00,9.2,85,17.0,0.1
2023-01-05 09:00:00,9.5,82,18.2,0.1
2023-01-05 10:00:00,9.7,82,18.2,0.1
2023-01-05 11:00:00,10.0,82,18.5,0.0
2023-01-05 12:00:00,11.2,78,18.7,0.0
2023-01-05 13:00:00,10.2,85,11.5,0.0
2023-01-05 14:00:00,10.9,82,10.9,0.0
2023-01-05 15:00:00,11.1,82,10.9,0.0
2023-01-05 16:00:00,10.5,84,8.2,0.0
2023-01-05 17:00:00,7.5,92,6.4,0.0
2023-01-05 18:00:00,6.6,93,5.9,0.0
2023-01-05 19:00:00,6.9,93,5.4,0.0
2023-01-05 20:00:00,6.1,94,5.9,0.0
2023-01-05 21:00:00,6.1,93,4.3,0.0
2023-01-05 22:00:00,6.6,93,2.2,0.0
2023-01-05 23:00:00,4.4,100,2.7,0.0
2023-01-06 00:00:00,2.3,99,1.6,0.0
2023-01-06 01:00:00,4.5,99,5.5,0.0
2023-01-06 02:00:00,3.5,100,6.0,0.0
2023-01-06 03:00:00,2.9,100,6.1,0.0
2023-01-06 04:00:00,3.3,100,4.4,0.0
2023-01-06 05:00:00,3.4,98,4.9,0.0
2023-01-06 06:00:00,3.4,98,4.1,0.0
2023-01-06 07:00:00,3.7,97,6.3,0.0
2023-01-06 08:00:00,4.0,96,8.7,0.0
2023-01-06 09:00:00,4.4,93,8.3,0.0
2023-01-06 10:00:00,5.4,91,6.6,0.0
2023-01-06 11:00:00,7.2,91,7.3,0.0
2023-01-06 12:00:00,8.7,86,5.2,0.0
2023-01-06 13:00:00,8.6,85,9.7,0.0
2023-01-06 14:00:00,8.6,84,12.2,0.0
2023-01-06 15:00:00,8.9,81,10.9,0.0
2023-01-06 16:00:00,7.7,88,3.6,0.0
2023-01-06 17:00:00,5.0,92,6.2,0.0
2023-01-06 18:00:00,5.0,94,6.1,0.0
2023-01-06 19:00:00,6.0,93,4.3,0.0
2023-01-06 20:00:00,2.6,99,5.7,0.0
2023-01-06 21:00:00,2.7,100,7.8,0.0
2023-01-06 22:00:00,4.1,99,5.2,0.0
2023-01-06 23:00:00,2.4,100,5.9,0.0
2023-01-07 00:00:00,3.5,100,5.2,0.0
2023-01-07 01:00:00,2.2,100,5.2,0.0
2023-01-07 02:00:00,3.4,100,4.6,0.0
2023-01-07 03:00:00,2.7,100,3.7,0.0
2023-01-07 04:00:00,2.4,100,1.9,0.0
2023-01-07 05:00:00,2.3,100,1.3,0.0
2023-01-07 06:00:00,2.2,100,1.1,0.0
2023-01-07 07:00:00,2.0,100,2.0,0.0
2023-01-07 08:00:00,1.9,100,3.3,0.0
2023-01-07 09:00:00,2.0,99,0.8,0.0
2023-01-07 10:00:00,2.5,99,2.3,0.0
2023-01-07 11:00:00,3.3,98,3.0,0.0
2023-01-07 12:00:00,4.4,92,2.3,0.0
2023-01-07 13:00:00,5.7,81,4.3,0.0
2023-01-07 14:00:00,7.0,77,2.3,0.0
2023-01-07 15:00:00,7.3,75,1.9,0.0
2023-01-07 16:00:00,6.2,88,2.3,0.0
2023-01-07 17:00:00,4.2,90,6.0,0.0
2023-01-07 18:00:00,2.5,94,8.5,0.0
2023-01-07 19:00:00,2.6,95,7.6,0.0
2023-01-07 20:00:00,4.6,93,5.2,0.0
2023-01-07 21:00:00,4.2,94,2.1,0.0
2023-01-07 22:00:00,4.0,95,3.3,0.0
2023-01-07 23:00:00,4.0,95,2.2,0.0
2023-01-08 00:00:00,0.9,95,7.2,0.0
2023-01-08 01:00:00,1.8,89,8.4,0.0
2023-01-08 02:00:00,2.4,87,6.5,0.0
2023-01-08 03:00:00,4.4,76,6.6,0.0
2023-01-08 04:00:00,5.0,73,2.0,0.0
2023-01-08 05:00:00,2.5,88,6.1,0.0
2023-01-08 06:00:00,2.1,91,4.6,0.0
2023-01-08 07:00:00,2.1,92,3.2,0.0
2023-01-08 08:00:00,2.6,92,3.6,0.0
2023-01-08 09:00:00,2.9,94,1.9,0.0
2023-01-08 10:00:00,3.9,88,2.6,0.0
2023-01-08 11:00:00,4.8,87,4.1,0.3
2023-01-08 12:00:00,5.6,88,2.9,0.2
2023-01-08 13:00:00,5.2,95,3.6,0.0
2023-01-08 14:00:00,6.7,87,2.2,0.0
2023-01-08 15:00:00,6.5,87,2.6,0.9
2023-01-08 16:00:00,6.2,87,1.4,0.3
2023-01-08 17:00:00,5.4,92,3.5,0.4
2023-01-08 18:00:00,4.6,92,3.9,0.0
2023-01-08 19:00:00,4.8,94,5.8,0.2
2023-01-08 20:00:00,4.1,97,4.8,0.2
2023-01-08 21:00:00,3.9,98,3.4,0.6
2023-01-08 22:00:00,3.1,99,4.5,0.7
2023-01-08 23:00:00,3.2,95,7.8,3.5
2023-01-09 00:00:00,3.2,96,2.9,0.0
2023-01-09 01:00:00,4.4,92,10.9,0.1
2023-01-09 02:00:00,4.7,89,12.3,0.4
2023-01-09 03:00:00,4.0,90,10.4,0.7
2023-01-09 04:00:00,5.7,86,19.0,0.8
2023-01-09 05:00:00,5.9,89,19.9,0.5
2023-01-09 06:00:00,5.7,85,19.4,0.1
2023-01-09 07:00:00,5.2,82,20.2,0.0
2023-01-09 08:00:00,3.9,83,15.8,0.0
2023-01-09 09:00:00,4.0,80,12.5,0.0
2023-01-09 10:00:00,5.4,72,13.7,0.0
2023-01-09 11:00:00,6.6,67,14.9,0.1
2023-01-09 12:00:00,7.4,61,19.7,0.0
2023-01-09 13:00:00,6.0,73,22.1,0.4
2023-01-09 14:00:00,5.8,77,18.1,0.1
2023-01-09 15:00:00,6.2,76,16.4,0.0
2023-01-09 16:00:00,5.1,76,18.3,0.1
2023-01-09 17:00:00,3.7,87,14.9,0.8
2023-01-09 18:00:00,3.5,85,17.9,0.0
2023-01-09 19:00:00,3.3,84,17.7,0.4
2023-01-09 20:00:00,2.7,90,16.1,0.5
2023-01-09 21:00:00,3.0,88,16.3,0.3
2023-01-09 22:00:00,2.8,86,14.6,0.0
2023-01-09 23:00:00,2.2,91,13.5,0.5
2023-01-10 00:00:00,2.3,94,14.7,0.9
2023-01-10 01:00:00,2.0,98,15.1,0.7
2023-01-10 02:00:00,3.5,90,17.5,0.1
2023-01-10 03:00:00,3.2,89,18.2,0.1
2023-01-10 04:00:00,2.9,89,17.5,0.1
2023-01-10 05:00:00,2.5,87,15.5,0.0
2023-01-10 06:00:00,2.2,86,14.3,0.0
2023-01-10 07:00:00,1.6,88,12.1,0.0
2023-01-10 08:00:00,1.7,88,11.0,0.0
2023-01-10 09:00:00,2.6,85,10.0,0.0
2023-01-10 10:00:00,3.1,82,11.6,0.0
2023-01-10 11:00:00,3.5,80,11.6,0.1
2023-01-10 12:00:00,4.4,69,14.7,0.1
2023-01-10 13:00:00,5.4,69,14.8,0.0
2023-01-10 14:00:00,5.9,62,14.8,0.1
2023-01-10 15:00:00,6.2,56,13.5,0.0
2023-01-10 16:00:00,5.6,65,5.6,0.0
2023-01-10 17:00:00,2.2,78,7.3,0.0
2023-01-10 18:00:00,1.2,81,7.9,0.0
2023-01-10 19:00:00,2.9,74,5.9,0.0
2023-01-10 20:00:00,1.2,85,5.7,0.0
2023-01-10 21:00:00,2.7,87,4.4,0.0
2023-01-10 22:00:00,3.4,82,4.5,0.0
2023-01-10 23:00:00,3.4,86,4.9,0.0
2023-01-11 00:00:00,4.3,77,2.3,0.0
2023-01-11 01:00:00,4.2,77,3.8,0.3
2023-01-11 02:00:00,4.1,77,2.8,0.0
2023-01-11 03:00:00,4.2,75,4.3,0.0
2023-01-11 04:00:00,4.6,70,5.8,0.0
2023-01-11 05:00:00,5.5,65,7.6,0.0
2023-01-11 06:00:00,5.7,66,8.2,0.0
2023-01-11 07:00:00,6.7,63,9.0,0.0
2023-01-11 08:00:00,4.8,72,7.2,0.0
2023-01-11 09:00:00,6.2,70,6.4,0.0
2023-01-11 10:00:00,7.5,72,3.9,0.0
2023-01-11 11:00:00,7.3,72,5.6,0.1
2023-01-11 12:00:00,6.8,80,6.1,0.5
2023-01-11 13:00:00,6.8,84,10.6,0.9
2023-01-11 14:00:00,6.7,85,11.7,0.5
2023-01-11 15:00:00,7.0,86,13.8,0.7
2023-01-11 16:00:00,7.3,83,15.3,0.0
2023-01-11 17:00:00,7.2,84,16.4,0.0
2023-01-11 18:00:00,7.2,84,15.8,0.0
2023-01-11 19:00:00,7.0,85,16.6,0.1
2023-01-11 20:00:00,6.8,86,14.2,0.0
2023-01-11 21:00:00,6.1,89,11.8,0.1
2023-01-11 22:00:00,5.7,89,11.7,0.1
2023-01-11 23:00:00,5.2,89,12.8,0.0
2023-01-12 00:00:00,5.0,88,13.6,0.0
2023-01-12 01:00:00,5.0,87,13.6,0.0
2023-01-12 02:00:00,4.9,86,11.8,0.0
2023-01-12 03:00:00,4.6,84,11.8,0.0
2023-01-12 04:00:00,4.4,84,11.8,0.0
2023-01-12 05:00:00,4.3,84,11.7,0.0
2023-01-12 06:00:00,4.3,84,13.8,0.0
2023-01-12 07:00:00,4.4,84,15.4,0.0
2023-01-12 08:00:00,4.4,81,14.2,0.0
2023-01-12 09:00:00,5.2,75,12.6,0.0
2023-01-12 10:00:00,6.1,71,13.0,0.0
2023-01-12 11:00:00,7.2,65,16.3,0.0
2023-01-12 12:00:00,8.2,62,20.0,0.0
2023-01-12 13:00:00,8.3,64,16.4,0.0
2023-01-12 14:00:00,8.6,64,14.7,0.0
2023-01-12 15:00:00,8.5,65,21.1,0.0
2023-01-12 16:00:00,8.2,66,18.4,0.0
2023-01-12 17:00:00,7.9,66,15.5,0.0
2023-01-12 18:00:00,7.5,66,13.4,0.0
2023-01-12 19:00:00,6.9,68,12.1,0.0
2023-01-12 20:00:00,6.7,67,12.5,0.0
2023-01-12 21:00:00,6.8,65,10.9,0.0
2023-01-12 22:00:00,6.7,66,11.0,0.0
2023-01-12 23:00:00,6.6,67,9.7,0.0
2023-01-13 00:00:00,6.7,66,12.6,0.0
2023-01-13 01:00:00,6.3,60,10.8,0.0
2023-01-13 02:00:00,6.0,62,10.8,0.0
2023-01-13 03:00:00,7.1,59,13.2,0.0
2023-01-13 04:00:00,7.3,57,11.8,0.0
2023-01-13 05:00:00,7.6,58,13.2,0.0
2023-01-13 06:00:00,7.8,64,15.8,0.1
2023-01-13 07:00:00,8.0,64,17.0,0.0
2023-01-13 08:00:00,7.0,67,13.5,0.7
2023-01-13 09:00:00,5.1,78,11.6,6.4
2023-01-13 10:00:00,7.4,74,18.8,0.2
2023-01-13 11:00:00,9.0,70,23.5,0.0
2023-01-13 12:00:00,9.5,69,21.9,0.0
2023-01-13 13:00:00,8.6,75,17.6,0.8
2023-01-13 14:00:00,8.0,79,24.4,0.3
2023-01-13 15:00:00,7.6,80,20.1,0.0
2023-01-13 16:00:00,7.6,80,16.5,0.0
2023-01-13 17:00:00,6.2,84,13.2,0.0
2023-01-13 18:00:00,6.2,84,14.5,0.6
2023-01-13 19:00:00,5.2,87,15.0,1.5
2023-01-13 20:00:00,5.6,87,15.4,0.0
2023-01-13 21:00:00,5.1,88,15.6,0.4
2023-01-13 22:00:00,4.8,87,13.2,0.0
2023-01-13 23:00:00,4.7,85,13.3,0.0
2023-01-14 00:00:00,4.7,83,14.1,0.0
2023-01-14 01:00:00,4.8,85,14.3,0.0
2023-01-14 02:00:00,4.9,86,13.3,0.2
2023-01-14 03:00:00,4.9,86,13.2,0.0
2023-01-14 04:00:00,4.4,88,10.9,0.0
2023-01-14 05:00:00,5.3,83,12.6,0.0
2023-01-14 06:00:00,4.4,84,8.4,0.0
2023-01-14 07:00:00,3.1,86,6.1,0.0
2023-01-14 08:00:00,4.5,79,4.7,0.0
2023-01-14 09:00:00,3.0,90,3.4,0.0
2023-01-14 10:00:00,4.4,87,4.9,0.0
2023-01-14 11:00:00,6.1,86,1.8,0.0
2023-01-14 12:00:00,7.9,76,3.5,0.0
2023-01-14 13:00:00,7.6,68,8.2,0.0
2023-01-14 14:00:00,7.9,66,6.7,0.0
2023-01-14 15:00:00,8.0,67,6.8,0.0
2023-01-14 16:00:00,7.1,75,4.0,0.0
2023-01-14 17:00:00,6.2,76,4.0,0.0
2023-01-14 18:00:00,6.5,72,7.2,0.0
2023-01-14 19:00:00,5.9,73,7.3,0.0
2023-01-14 20:00:00,6.6,69,7.4,0.0
2023-01-14 21:00:00,6.2,72,5.2,0.1
2023-01-14 22:00:00,6.1,73,4.3,0.3
2023-01-14 23:00:00,5.9,78,6.7,0.5
2023-01-15 00:00:00,6.1,70,10.3,0.4
2023-01-15 01:00:00,6.2,72,8.8,0.1
2023-01-15 02:00:00,6.8,61,6.6,0.0
2023-01-15 03:00:00,7.3,59,8.2,0.0
2023-01-15 04:00:00,7.2,59,8.0,0.0
2023-01-15 05:00:00,7.6,58,11.8,0.0
2023-01-15 06:00:00,7.2,64,12.9,0.5
2023-01-15 07:00:00,6.7,69,8.7,0.3
2023-01-15 08:00:00,6.5,73,6.8,0.0
2023-01-15 09:00:00,6.4,76,6.5,0.0
2023-01-15 10:00:00,7.5,80,19.3,0.2
2023-01-15 11:00:00,3.7,93,16.9,1.4
2023-01-15 12:00:00,4.1,93,13.0,0.9
2023-01-15 13:00:00,2.8,97,11.5,1.1
2023-01-15 14:00:00,2.4,98,11.9,1.0
2023-01-15 15:00:00,2.5,97,11.6,0.7
2023-01-15 16:00:00,3.3,92,14.1,0.2
2023-01-15 17:00:00,3.2,87,13.3,0.0
2023-01-15 18:00:00,2.4,85,11.5,0.0
2023-01-15 19:00:00,1.8,85,8.1,0.0
2023-01-15 20:00:00,0.6,86,6.4,0.0
2023-01-15 21:00:00,-0.8,89,8.4,0.0
2023-01-15 22:00:00,-0.9,89,8.0,0.0
2023-01-15 23:00:00,-0.9,91,7.6,0.0
2023-01-16 00:00:00,-1.5,94,8.6,0.0
2023-01-16 01:00:00,0.2,90,6.3,0.0
2023-01-16 02:00:00,-1.5,92,8.1,0.0
2023-01-16 03:00:00,-0.5,94,6.3,0.0
2023-01-16 04:00:00,-2.1,97,7.2,0.0
2023-01-16 05:00:00,-2.1,98,8.0,0.0
2023-01-16 06:00:00,-2.2,96,8.5,0.0
2023-01-16 07:00:00,-2.2,94,7.6,0.0
2023-01-16 08:00:00,-1.3,90,6.0,0.0
2023-01-16 09:00:00,-0.4,91,4.4,0.0
2023-01-16 10:00:00,0.4,88,9.4,0.0
2023-01-16 11:00:00,1.2,83,2.1,0.0
2023-01-16 12:00:00,1.9,81,1.9,0.1
2023-01-16 13:00:00,1.8,79,4.5,0.1
2023-01-16 14:00:00,3.1,72,8.1,0.0
2023-01-16 15:00:00,4.2,67,3.8,0.0
2023-01-16 16:00:00,3.4,79,2.4,0.0
2023-01-16 17:00:00,4.1,65,12.8,0.0
2023-01-16 18:00:00,4.0,63,19.3,0.2
2023-01-16 19:00:00,3.2,75,18.9,0.4
2023-01-16 20:00:00,3.1,76,18.1,0.1
2023-01-16 21:00:00,2.9,74,17.5,0.0
2023-01-16 22:00:00,2.4,75,17.3,0.0
2023-01-16 23:00:00,2.0,77,15.4,0.0
2023-01-17 00:00:00,1.8,78,15.6,0.0
2023-01-17 01:00:00,1.1,86,9.2,0.0
2023-01-17 02:00:00,0.5,83,8.7,1.2
2023-01-17 03:00:00,0.6,84,9.5,0.0
2023-01-17 04:00:00,-0.9,89,5.9,0.0
2023-01-17 05:00:00,-2.2,93,7.8,0.0
2023-01-17 06:00:00,-2.2,99,4.7,0.0
2023-01-17 07:00:00,-2.9,99,6.5,0.0
2023-01-17 08:00:00,-1.8,99,5.4,0.0
2023-01-17 09:00:00,-0.6,93,8.3,0.0
2023-01-17 10:00:00,0.5,89,6.5,0.0
2023-01-17 11:00:00,1.7,82,9.1,0.0
2023-01-17 12:00:00,2.3,78,9.5,0.0
2023-01-17 13:00:00,2.4,79,9.7,0.0
2023-01-17 14:00:00,2.4,77,11.5,0.3
2023-01-17 15:00:00,2.1,79,7.7,0.6
2023-01-17 16:00:00,2.1,79,5.5,0.2
2023-01-17 17:00:00,0.6,87,3.1,0.4
2023-01-17 18:00:00,0.3,93,3.4,0.3
2023-01-17 19:00:00,0.3,94,4.4,0.0
2023-01-17 20:00:00,0.3,93,7.2,0.0
2023-01-17 21:00:00,-0.3,89,7.9,0.0
2023-01-17 22:00:00,-0.6,88,7.4,0.0
2023-01-17 23:00:00,-0.9,88,6.4,0.0
2023-01-18 00:00:00,-1.4,88,7.1,0.0
2023-01-18 01:00:00,0.6,85,11.5,0.0
2023-01-18 02:00:00,1.0,87,10.6,0.0
2023-01-18 03:00:00,1.3,85,11.2,0.0
2023-01-18 04:00:00,0.8,82,11.8,0.0
2023-01-18 05:00:00,0.5,81,11.0,0.0
2023-01-18 06:00:00,0.5,83,8.7,0.2
2023-01-18 07:00:00,-0.1,90,4.0,0.3
2023-01-18 08:00:00,0.1,91,3.6,0.3
2023-01-18 09:00:00,0.4,90,4.6,0.0
2023-01-18 10:00:00,1.0,86,6.8,0.0
2023-01-18 11:00:00,1.7,80,8.9,0.1
2023-01-18 12:00:00,2.0,76,8.6,0.1
2023-01-18 13:00:00,0.8,86,8.5,0.1
2023-01-18 14:00:00,1.4,78,6.9,0.4
2023-01-18 15:00:00,1.3,75,5.9,0.3
2023-01-18 16:00:00,1.3,74,7.7,0.2
2023-01-18 17:00:00,0.6,78,8.7,0.3
2023-01-18 18:00:00,-0.0,83,9.8,0.2
2023-01-18 19:00:00,-0.6,86,7.5,0.1
2023-01-18 20:00:00,-0.9,88,6.7,0.1
2023-01-18 21:00:00,-1.0,89,6.9,0.2
2023-01-18 22:00:00,-1.5,92,5.6,0.1
2023-01-18 23:00:00,-2.2,96,3.6,0.0
2023-01-19 00:00:00,-2.6,96,3.7,0.0
2023-01-19 01:00:00,-2.2,93,4.5,0.0
2023-01-19 02:00:00,-2.8,92,4.7,0.0
2023-01-19 03:00:00,-3.2,93,4.9,0.0
2023-01-19 04:00:00,-3.1,91,4.1,0.0
2023-01-19 05:00:00,-2.7,89,4.7,0.0
2023-01-19 06:00:00,-2.9,91,5.2,0.0
2023-01-19 07:00:00,-3.7,91,5.2,0.0
2023-01-19 08:00:00,-4.0,91,6.0,0.0
2023-01-19 09:00:00,-1.7,82,5.3,0.0
2023-01-19 10:00:00,-0.9,71,6.6,0.0
2023-01-19 11:00:00,-0.1,66,7.1,0.0
2023-01-19 12:00:00,0.7,61,8.2,0.0
2023-01-19 13:00:00,-0.4,63,7.3,0.0
2023-01-19 14:00:00,0.5,55,7.3,0.0
2023-01-19 15:00:00,0.8,52,6.4,0.0
2023-01-19 16:00:00,0.2,54,3.3,0.0
2023-01-19 17:00:00,-0.0,55,3.3,0.0
2023-01-19 18:00:00,-0.3,62,1.5,0.0
2023-01-19 19:00:00,-0.5,66,1.0,0.0
2023-01-19 20:00:00,-0.7,71,5.5,0.0
2023-01-19 21:00:00,-5.0,89,8.2,0.0
2023-01-19 22:00:00,-5.1,92,7.0,0.0
2023-01-19 23:00:00,-5.0,93,5.7,0.0
2023-01-20 00:00:00,-5.4,91,5.0,0.0
2023-01-20 01:00:00,-2.5,96,3.1,0.0
2023-01-20 02:00:00,-4.9,98,4.0,0.0
2023-01-20 03:00:00,-5.6,97,5.9,0.0
2023-01-20 04:00:00,-5.6,97,5.1,0.0
2023-01-20 05:00:00,-4.5,99,1.1,0.0
2023-01-20 06:00:00,-5.2,97,1.8,0.0
2023-01-20 07:00:00,-5.2,98,2.3,0.0
2023-01-20 08:00:00,-4.9,97,3.0,0.0
2023-01-20 09:00:00,-3.5,96,5.2,0.0
2023-01-20 10:00:00,-1.9,77,5.3,0.0
2023-01-20 11:00:00,-1.3,71,5.6,0.1
2023-01-20 12:00:00,-0.6,65,6.4,0.0
2023-01-20 13:00:00,-0.9,67,6.9,0.0
2023-01-20 14:00:00,-0.2,63,7.7,0.0
2023-01-20 15:00:00,0.1,60,8.0,0.0
2023-01-20 16:00:00,-0.2,62,7.9,0.0
2023-01-20 17:00:00,-3.4,82,6.5,0.0
2023-01-20 18:00:00,-3.5,84,5.6,0.0
2023-01-20 19:00:00,-3.5,86,5.9,0.0
2023-01-20 20:00:00,-4.5,86,7.3,0.0
2023-01-20 21:00:00,-4.3,85,6.8,0.0
2023-01-20 22:00:00,-3.2,80,5.6,0.0
2023-01-20 23:00:00,-1.6,78,3.4,0.0
2023-01-21 00:00:00,-1.9,83,2.2,0.0
2023-01-21 01:00:00,-3.4,81,4.3,0.0
2023-01-21 02:00:00,-3.1,84,4.0,0.0
2023-01-21 03:00:00,-3.3,91,2.7,0.0
2023-01-21 04:00:00,-3.4,97,0.0,0.0
2023-01-21 05:00:00,-3.4,96,1.8,0.0
2023-01-21 06:00:00,-5.9,97,5.0,0.0
2023-01-21 07:00:00,-5.7,93,4.3,0.0
2023-01-21 08:00:00,-4.9,93,4.3,0.0
2023-01-21 09:00:00,-4.1,91,6.6,0.0
2023-01-21 10:00:00,-2.4,76,6.3,0.0
2023-01-21 11:00:00,-0.6,69,12.0,0.0
2023-01-21 12:00:00,1.0,62,16.5,0.0
2023-01-21 13:00:00,-0.3,67,17.6,0.2
2023-01-21 14:00:00,-0.4,65,16.8,0.0
2023-01-21 15:00:00,-0.1,58,16.0,0.0
2023-01-21 16:00:00,-0.6,62,16.8,0.0
2023-01-21 17:00:00,-1.4,72,11.3,0.1
2023-01-21 18:00:00,-1.7,76,9.3,0.2
2023-01-21 19:00:00,-1.8,76,10.8,0.1
2023-01-21 20:00:00,-1.9,77,11.6,0.1
2023-01-21 21:00:00,-2.1,80,10.1,0.1
2023-01-21 22:00:00,-2.2,81,9.0,0.2
2023-01-21 23:00:00,-2.3,83,8.2,0.1
2023-01-22 00:00:00,-2.2,82,7.8,0.1
2023-01-22 01:00:00,-2.7,87,10.0,0.1
2023-01-22 02:00:00,-2.8,88,8.3,0.0
2023-01-22 03:00:00,-3.1,90,6.2,0.0
2023-01-22 04:00:00,-2.4,84,7.4,0.0
2023-01-22 05:00:00,-1.8,81,8.2,0.0
2023-01-22 06:00:00,-1.8,81,8.2,0.0
2023-01-22 07:00:00,-2.0,82,7.8,0.0
2023-01-22 08:00:00,-2.2,84,7.7,0.0
